,5,6,7,8,9,10,11,12
5,2.077231488211382e-06,1.8958738012267616e-06,3.750610542396944e-07,1.1184774328954748e-06,1.4821054445607864e-06,-1.6953374031773411e-06,2.7698744357953574e-07,-1.6653766494299858e-07
6,1.8958738012267616e-06,1.83650781571899e-06,8.091336294314222e-07,7.425438070406594e-07,1.7669009047636149e-06,-1.6372501090079364e-06,6.525771193735761e-07,-4.54727766585034e-07
7,3.750610542396944e-07,8.091336294314222e-07,2.9222596193064782e-06,-1.9114533306983864e-06,2.346023534706938e-06,1.048236080508781e-07,2.3782825397262143e-06,-1.7774315546954134e-06
8,1.1184774328954748e-06,7.425438070406594e-07,-1.9114533306983864e-06,2.3884075315039035e-06,-6.704240078454788e-07,-1.5943564615093703e-06,-1.754898951949643e-06,1.4395095333028095e-06
9,1.4821054445607864e-06,1.7669009047636149e-06,2.346023534706938e-06,-6.704240078454788e-07,2.9289878631798763e-06,-1.3356544445187246e-06,2.3122034174416757e-06,-1.8962971124721263e-06
10,-1.6953374031773411e-06,-1.6372501090079364e-06,1.048236080508781e-07,-1.5943564615093703e-06,-1.3356544445187246e-06,2.3976561882283095e-06,-2.4829275516302863e-08,2.869643956273805e-08
11,2.7698744357953574e-07,6.525771193735761e-07,2.3782825397262143e-06,-1.754898951949643e-06,2.3122034174416757e-06,-2.4829275516302863e-08,2.798606014071213e-06,-2.566697828380476e-06
12,-1.6653766494299858e-07,-4.54727766585034e-07,-1.7774315546954134e-06,1.4395095333028095e-06,-1.8962971124721263e-06,2.869643956273805e-08,-2.566697828380476e-06,2.6203914271561275e-06
