Level,Avg_Mass,Variance,Delta_from_Target
2,16.346218885299344,5.5354547561217595,1.3012188852993436
3,9.192241496574685,0.26368983410368513,5.852758503425315
4,8.333970649155265,0.20754284747720234,6.7110293508447345
