Re,eta_classical,eta_uft
4584823.7513890965,0.0032861545130946743,0.0032861545130946743
4670234.38832733,0.0032409770506702665,0.0032409770506702665
4757236.139187889,0.003196420679890502,0.003196420679890502
4845858.644816491,0.0031524768620989387,0.0031524768620989387
4936132.098237907,0.0031091371760270355,0.003119337
5028087.254942475,0.0030663933161803394,0.003119337
5121755.443364241,0.0030242370912468533,0.003119337
5217168.575554344,0.002982660422527268,0.003119337
5314359.1580532305,0.0029416553423867735,0.003119337
5413360.302965376,0.0029012139927281715,0.003119337
5514205.739240302,0.0028613286234859853,0.003119337
5616929.824163804,0.0028219915911412443,0.003119337
5721567.55506324,0.0027831953572566973,0.003119337
5828154.58123084,0.002744932487032176,0.003119337
5936727.2160691265,0.0027071956478798187,0.003119337
6047322.449462643,0.0026699776080188645,0.003119337
6159977.960380156,0.002633271235089769,0.003119337
6274732.129711575,0.002597069494787386,0.003119337
6391624.053344006,0.002561365449512943,0.003119337
6510693.555481454,0.00252615225704453,0.003119337
6631981.2022126615,0.0024914231692258655,0.003119337
6755528.31533164,0.0024571715306731133,0.003119337
6881376.98641567,0.0024233907774994646,0.003119337
7009570.091165618,0.002390074436057249,0.003119337
7140151.304013388,0.002357216121697335,0.003119337
7273165.113001455,0.002324809537545601,0.003119337
7408656.834939567,0.0022928484732962287,0.003119337
7546672.630843887,0.0022613268040215686,0.003119337
7687259.52166372,0.0022302384889983703,0.003119337
7830465.404301183,0.002199577570550163,0.003119337
7976339.067929281,0.002169338172905549,0.003119337
8124930.210614047,0.002139514501072182,0.003119337
8276289.456246335,0.0021101008397262215,0.003119337
8430468.371788967,0.002081091552117076,0.003119337
8587519.48484518,0.002052481078987195,0.003119337
8747496.301554415,0.002024263937506702,0.003119337
8910453.324821504,0.0019964347202226763,0.003119337
9076446.072885357,0.0019689880940228885,0.003119337
9245531.09823358,0.0019419187991137866,0.003119337
9417766.00686952,0.0019152216480125147,0.003119337
9593209.477938231,0.0018888915245527946,0.003119337
9771921.283717997,0.0018629233829044842,0.003119337
9953962.309984244,0.0018373122466066145,0.003119337
10139394.576752918,0.0018120532076137074,0.003119337
10328281.259410275,0.0017871414253552089,0.003119337
10520686.710236229,0.0017625721258078596,0.003119337
10716676.480328644,0.00173834060058082,0.003119337
10916317.341936147,0.001714442206013364,0.003119337
11119677.311206978,0.001690872362284973,0.003119337
11326825.671361538,0.0016676265525376794,0.003119337
11537832.99629662,0.001644700322010474,0.003119337
11752771.174629452,0.001622089277185602,0.003119337
11971713.434189657,0.0015997890849465957,0.003119337
12194734.366967384,0.0015777954717478974,0.003119337
12421909.954526162,0.001556104222795892,0.003119337
12653317.593889404,0.0015347111812411842,0.003119337
12889036.123908915,0.0015136122473819982,0.003119337
13129145.852124654,0.0014928033778785262,0.003119337
13373728.58212495,0.0014722805849780715,0.003119337
13622867.64141644,0.0014520399357508401,0.003119337
13876647.90981307,0.0014320775513362517,0.003119337
14135155.848353956,0.001412389606199609,0.003119337
14398479.528760066,0.0013929723273989787,0.003119337
14666708.663439656,0.001373821993862153,0.003119337
14939934.636052562,0.001354934935673556,0.003119337
15218250.532643871,0.0013363075333709567,0.003119337
15501751.173357688,0.0013179362172518413,0.003119337
15790533.144741725,0.0012998174666893213,0.003119337
16084694.83265355,0.0012819478094574547,0.003119337
16384336.455779847,0.0012643238210658428,0.003119337
16689560.099780232,0.0012469421241033663,0.003119337
17000469.752067145,0.0012297993875909432,0.003119337
17317171.33723353,0.001212892326343195,0.003119337
17639772.753140453,0.0011962177003388848,0.003119337
17968383.907677192,0.0011797723141000077,0.003119337
18303116.75620609,0.0011635530160794114,0.003119337
18644085.339704853,0.001147556698056849,0.003119337
18991405.823619355,0.001131780294543332,0.003119337
19345196.53744044,0.001116220782193663,0.003119337
19705578.015017964,0.0011008751792270486,0.003119337
20072673.03562568,0.0010857405448556838,0.003119337
20446606.665791176,0.0010708139787211877,0.003119337
20827506.301905144,0.001056092620338788,0.003119337
21215501.71362448,0.0010415736485491385,0.003119337
21610725.088083766,0.0010272542809776867,0.003119337
22013311.074930325,0.0010131317735014686,0.003119337
22423396.832198452,0.0009992034197232305,0.003119337
22841122.07303821,0.0009854665504527786,0.003119337
23266629.11331458,0.0009719185331954678,0.003119337
23700062.920093305,0.0009585567716477191,0.003119337
24141571.161030177,0.0009453787051994696,0.003119337
24591304.254680414,0.0009323818084434604,0.003119337
25049415.421745025,0.0009195635906912792,0.003119337
25516060.737271864,0.0009069215954960528,0.003119337
