mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,mode10,mode11,mode12
-0.013323228933651388,0.007282686769151582,-0.01838854758406679,-0.008210544028810919,0.016891738634119156,0.015872530419390657,0.009209650297742468,-0.013228201941084905,-0.0061232688364263295,-0.009417091036530864,-0.009417091036530864,-0.006112261990355495
-0.013547757688822288,0.007512238939581406,-0.018723611350238093,-0.00856330672589364,0.017145596197821085,0.01617189245056165,0.009157174662742625,-0.013756327040197733,-0.006664897601718499,-0.009887325818874707,-0.009887325818874707,-0.006606286756556882
-0.01378168288029141,0.007746951797849182,-0.019071537688294348,-0.008921788633210156,0.01741090486007378,0.016481584848116338,0.009110548495861286,-0.014292774411960607,-0.007210558482186601,-0.01036325465618623,-0.01036325465618623,-0.007104037347825259
-0.014024566728219941,0.00798664929888226,-0.01943173527894622,-0.009285840735681073,0.017687083779611576,0.0168010878655893,0.009069345358947212,-0.014837246317913728,-0.007760267658066418,-0.01084470043896359,-0.01084470043896359,-0.007605485191617485
-0.014275507632192607,0.008230882321094429,-0.01980296791616235,-0.0096549888260588,0.017972969215512682,0.01712932244939827,0.009032855582933258,-0.015388927567673513,-0.008313747509203636,-0.01133110020590152,-0.01133110020590152,-0.008110316707575097
-0.014534140593854385,0.00847949599152916,-0.020184740108291417,-0.010029091126209819,0.01826807701938791,0.017465848234300585,0.009000738030181782,-0.015947537345306906,-0.008870970443222919,-0.011822272004983569,-0.011822272004983569,-0.008618467224970752
-0.014800315816145744,0.008732453928446468,-0.02057685346810314,-0.01040814006886127,0.018572195175751642,0.017810480628560384,0.008972798085420702,-0.016513009877181083,-0.009432010850041313,-0.012318187487068656,-0.012318187487068656,-0.009129973231300135
-0.015073325150725873,0.008989386410798963,-0.020978332309793592,-0.010791727479092758,0.018884411734437216,0.018162361194398513,0.008948509719828957,-0.0170846442980363,-0.009996570845605743,-0.012818341289397886,-0.012818341289397886,-0.00964451182685657
-0.01535257066050184,0.009249978603225668,-0.021388351735966822,-0.011179502272998344,0.019203955783326888,0.01852076076085702,0.00892743323510393,-0.01766183330746057,-0.010564380943260749,-0.013322289810719642,-0.013322289810719642,-0.010161790675317146
-0.01563795409075637,0.00951420779044028,-0.02180678083821862,-0.011571459239325186,0.01953068389571906,0.018885550065970036,0.008909436751571336,-0.01824451862069677,-0.011135478641145988,-0.013829996725872174,-0.013829996725872174,-0.010681815245690124
-0.015929051937362583,0.009781850786287793,-0.022233034467569517,-0.011967347204138975,0.019864046874748086,0.019256205718350117,0.008894207772811318,-0.018832254359581305,-0.011709658848803406,-0.014341129819692912,-0.014341129819692912,-0.011204358830748565
-0.016225150039871582,0.010052499743946817,-0.022666120306286376,-0.012366684197534719,0.020203134737016154,0.01963185093251963,0.008881283412100127,-0.019424233138042923,-0.0122864773250919,-0.014855076981214885,-0.014855076981214885,-0.011728967502014053
-0.01652600663305141,0.010326030458222585,-0.023105703856401986,-0.012769330194242529,0.020547628433110827,0.020012178053111,0.008870477106277627,-0.020020187625587854,-0.012865810570388776,-0.015371632609795875,-0.015371632609795875,-0.012255495990741863
-0.016831437865677513,0.010602351333403873,-0.023551530718684176,-0.01317518269616425,0.02089728184210351,0.020396948299750445,0.008861640233656593,-0.020619910186219313,-0.01344756533717446,-0.015890634329361823,-0.015890634329361823,-0.012783828704137365
-0.017140790343129146,0.01088107219323244,-0.02400268878631591,-0.013583765976010142,0.021251266563780534,0.020785352834084312,0.008854382310473263,-0.021222609655111472,-0.01403126153668099,-0.016411468034068545,-0.016411468034068545,-0.013313482939375128
-0.017453600447280664,0.011161916071827732,-0.02445853004672844,-0.013994740196149,0.021608991817324615,0.02117681127202121,0.008848425324072786,-0.021827709789829827,-0.01461654492883813,-0.016933680873866354,-0.016933680873866354,-0.013844097372771317
-0.017769772284211463,0.011444836085394856,-0.02491892063444905,-0.014408050208809186,0.02197032372027888,0.021571188218536513,0.008843687794411048,-0.022435080198565247,-0.015203348570370576,-0.017457162475311778,-0.017457162475311778,-0.014375584160497688
-0.018088849176503732,0.011729551506992227,-0.02538322037647053,-0.01482334533826635,0.022334682657288434,0.02196790972722085,0.008839911480961877,-0.02304413059289002,-0.015791290670347683,-0.017981443590554147,-0.017981443590554147,-0.014907558079371986
